MSE,RMSE,MAE,R2,DirectionalAcc
0.0003876572591252625,0.0196890136656274,0.015771280974149704,0.777169942855835,0.8364856619890177
0.001269255531951785,0.03562661269264572,0.028428539633750916,-1.8867928981781006,0.5813953488372093
0.005228710826486349,0.07230982524170798,0.05596417188644409,-1.1814618110656738,0.5179856115107914
