MSE,RMSE,MAE,R2,DirectionalAcc
0.0012259866343811154,0.03501409193997633,0.02738393098115921,0.16153359413146973,0.7443563148261135
0.0017954815411940217,0.042373122863367314,0.0346594974398613,-4.287386417388916,0.4883720930232558
0.008235744200646877,0.09075100109997067,0.0658731535077095,-1.0011789798736572,0.585431654676259
