Date,Equity (SPY),Long Treasuries (TLT),Short Treasuries (SHY),Gold (GLD),Oil (DBO)
2010-01-05,0.002643121947784816,0.00643719227408682,0.001203191841980768,-0.0009112174071558337,0.00921336379401877
2010-01-06,0.0007040477218273678,-0.013476280885719321,0.00012028550835817137,0.016364952672508887,0.012270095495948697
2010-01-07,0.004212305693084224,0.0016803085065974705,-0.00024035589316499244,-0.006207031449163178,-0.006993070982548853
2010-01-08,0.0033223590714173664,-0.00044746247940035907,0.0009613065144956297,0.00495075538137829,0.004900271856402987
2010-01-11,0.001395084030411164,-0.005502707397503211,0.0004805362009545916,0.013201473675458084,-0.005602252458606521
2010-01-12,-0.009370011299369721,0.016972474648267805,0.0008395527317022208,-0.02113448995131151,-0.02308752841080002
2010-01-13,0.008411338565928262,-0.011694523760403388,-0.0008395527317022956,0.009458279378539308,-0.010112075336561843
2010-01-14,0.002700923397376299,0.013906313734363875,0.0009596930818880736,0.004383402504944763,-0.0010894504363399798
2010-01-15,-0.011288349665456438,0.006166300816757424,0.0008395487215000376,-0.010498532177150062,-0.014641541550230437
2010-01-19,0.012418736282411587,-0.002858061618495841,0.00023992142774176734,0.005935767413319545,0.008810624586900821
2010-01-20,-0.010220669071874473,0.010079363864291063,0.0,-0.023406622544498178,-0.022547764022052205
2010-01-21,-0.019416461187672766,0.004567223344859657,0.0008380718116201512,-0.01451645533950801,-0.019249425843844783
2010-01-22,-0.022544287617848567,-0.001738244948893717,0.000838169480633014,-0.0018644973871885428,-0.026647622519741523
2010-01-25,0.0051148227525703105,-0.00457571666211734,-0.0008381694806330623,0.002888473341000015,0.014377623102235428
2010-01-26,-0.004199474268751752,0.0003283494016354739,0.00012081011367937478,0.0007439937221865503,-0.008913109670412143
2010-01-27,0.004745982213826848,-0.000546558971156192,-0.0003591585760283115,-0.009622184538243794,-0.01095905191813186
2010-01-28,-0.011539017213971683,-0.0005455337095680106,0.0004775543274504211,-0.0004694185510533905,0.0003934128937602623
2010-01-29,-0.010927466957317517,0.008703724926388857,0.0009571650008176356,-0.004895549849721357,-0.011075923149779999
2010-02-01,0.015430697696948402,-0.009118667445322021,-0.0004303824492320497,0.022305058135940522,0.02707637691432716
2010-02-02,0.012030975404448623,0.002848945042074325,0.00012060341466179626,0.007173093057516182,0.03087725269265985
2010-02-03,-0.00499518893010777,-0.011664356552233392,-0.0007190388631892502,-0.003948040904900219,-0.0052692157076209886
2010-02-04,-0.03135246065895682,0.01570325979983394,0.001436990486464865,-0.0406494619043355,-0.05387845437285192
2010-02-05,0.0020644132476715345,0.002176998001360507,0.0015533210513887941,0.0029657764294868027,-0.01646304495590735
2010-02-08,-0.007244889333943408,0.0013033638072162124,-0.0007160387158314776,-0.006132631197052165,-0.001620608235381103
2010-02-09,0.012481772668943415,-0.010039010018684014,-0.000957114392784492,0.01308209362845793,0.0291728248736312
2010-02-10,-0.0019607732147539393,-0.009587803068830279,-0.0010782211470802756,-0.002754962144308314,0.005890418656893306
2010-02-11,0.01041211779681196,-0.005439668842552763,0.0003594981663701473,0.018940443772260875,0.009741084358883441
2010-02-12,-0.0008321577058171104,0.004110387354780715,0.0008385550379375338,-0.0008404197035730865,-0.012093125146455469
2010-02-16,0.015612242235110482,0.0018829227860700818,0.00011947538339182674,0.023817259740401706,0.035848867848069635
2010-02-17,0.00472733651020299,-0.011464555674918253,-0.0008374270066676058,-0.00338103069775341,0.004156532573277666
2010-02-18,0.005877618475381103,-0.004038206886392998,-0.0006004201064764668,0.006659727627096444,0.016825868759341157
